title_orig,discounted_price,original_price,units_sold,rating,uses_ad_boosts,product_color,product_variation_size_id,product_variation_inventory,price_difference,total_revenue,potential_revenue,revenue_difference,price_difference_group,uses_ad_boosts_group
New Women Fashion Tee Shirt 'Mama Needs Coffee' Mom Life Summer Female Funny Short Sleeve Shirt Casual Cotton Round Neck T-shirt Comfy Tank Top,7.0,9,10000,4.19,1,green,S,10,2.0,70000.0,90000,20000.0,low,yes
Women Fashion  Tie Dye Printed Two Piece Sets Summer Off Shoulder Crop Top + Shorts 2 Piece Set Loose Outfit Suits,14.0,50,100,5.0,1,skyblue,S,8,36.0,1400.0,5000,3600.0,high,yes
6 Colors Women Fashion Summer Tank Tops Casual T-shirt Graphic Tee Blouse IN A WORLD WHERE YOU CAN BE ANYTHING BE KIND Letter Print Top Faith T Shirts Summer Short Sleeve T Shirts Spread Kindness Teacher Gift ,7.0,22,100,4.46,0,grey,M,50,15.0,700.0,2200,1500.0,high,no
Women's Fashion Fitness Vest Ladies Solid Tank Top Female Crop Top Sleeveless Waistcoat Summer Women Tops  Sport Running Vests,3.81,59,5000,3.74,0,winered,S,50,55.19,19050.0,295000,275950.0,high,no
Women's Fashion Summer Casual Loose Butterfly Print Vest Plus Size,4.93,5,1000,3.36,1,pink,S,50,0.0700000000000002,4930.0,5000,70.0,low,yes
Summer Short Sleeve Floral Print Tunic Long Dress Women Irregular Vestidos,6.0,6,1000,3.68,1,black,XXS,5,0.0,6000.0,6000,0.0,low,yes
Summer fashion female butterfly tank vest sleeveless round neck casual top,7.0,33,50,3.0,0,blue,S,50,26.0,350.0,1650,1300.0,high,no
Women's Summer Fashion Spaghetti Strap Floral Print Tie Front Mini Dress  Dress,8.0,68,8,5.0,0,white,S,50,60.0,64.0,544,480.0,high,no
"Populor New Summer Freddie Mercury    Print  Woman Men's Black T-shirt Funny T-shirt Harajuku femaletshirt  Freddie Mercury  T-shirt Outdoor,",8.0,22,100,4.6,1,white,XXS,50,14.0,800.0,2200,1400.0,high,yes
European and American Fashion Summer Ladies Short-sleeved Cotton Dress,8.0,11,10000,3.82,1,white,M,50,3.0,80000.0,110000,30000.0,low,yes
Summer casual Women T-shirts Ulzzang Streetwear kawaii cartoon dinosaur print Tshirt Korean Style Tops Harajuku short sleeve t shirt,5.0,41,100,3.67,1,black,XS,1,36.0,500.0,4100,3600.0,high,yes
New Fashion Mens Summer Pants Slacks Shorts Sport Sweatpants Trousers Jogging Hose,5.0,8,5000,3.51,1,grey,XS,1,3.0,25000.0,40000,15000.0,low,yes
Plus Size Women Fashion Feather Print Skew Neck Cold Shoulder T-shirt Blouse（only T-shirt）,14.0,51,1000,3.73,0,white,S,50,37.0,14000.0,51000,37000.0,high,no
New Women Summer Fashion Solid Color Shorts Causal Loose Drawstring Short Pants Plus Size,14.0,14,1,5.0,0,darkgreen,XXS,5,0.0,14.0,14,0.0,low,no
Hollowing Out Halter Dress Women Summer V Neck Sleeveless Dress,2.8,3,100,3.17,1,grey,XS,10,0.2000000000000001,280.0,300,20.0,low,yes
Plus Size S-5XL New Summer Women's Sleeveless Floral Print Ruffle Tops Ladies Fashion Casual Bandages Camisole Tunic Top Blouse,8.0,108,10000,3.96,0,white,S,50,100.0,80000.0,1080000,1000000.0,high,no
Summer mens cool sport suit Sports Wear Casual Jogging Suits Short Sleeve Outfit Sets,11.0,168,10,3.33,0,white,S,3,157.0,110.0,1680,1570.0,high,no
Women's Fashion Summer Casual Striped Bib Idyllic Simple Bib !! Bavoir à rayures décontracté pour femmes !! Damenmode Sommer lässig gestreiftes Lätzchen Idyllisch schlichtes Lätzchen,16.0,88,100,3.67,0,black,M,50,72.0,1600.0,8800,7200.0,high,no
Women Summer Casual Solid Color V Neck Sleeveless Sling Dress Chiffon Dress Plus Size,6.0,11,100,3.0,0,white,S,50,5.0,600.0,1100,500.0,low,no
Plus Size S-5XL Women Fashion Tube Top Dress Off Shoulder Floral Print A-line Mini Dress Lady Casual Strapless Short Dress Tunic Dress Summer Beach Dress Bikini Cover-up,7.0,50,5000,4.02,0,watermelonred,S,50,43.0,35000.0,250000,215000.0,high,no
Women Summer Fashion Lace Up Short Pants Casual High Waist Pure Color Crepe Woven Tie Beach Shorts Pocket Cotton Short Pants,6.0,76,1000,3.61,0,beige,S,50,70.0,6000.0,76000,70000.0,high,no
New Women Casual Off Shoulder Lace Collar Blouse Butterfly Print T-shirt Plus Size,4.8100000000000005,5,10000,3.84,0,purple,XS,3,0.1899999999999995,48100.00000000001,50000,1899.9999999999927,low,no
Summer Women's Fashion High Waist Breathable Color block Sports Shorts,1.8,2,1000,4.2,1,orange,XS,1,0.1999999999999999,1800.0,2000,200.0,low,yes
bodycon summer dress off shoulder bodycon dress bodycon wrap dress bodycon cocktail dress bodycon clubwear dress,5.0,5,20000,4.07,0,grey,S,50,0.0,100000.0,100000,0.0,low,no
2020 New Arrival Women Spring and Summer Beach Wear Long Thin Cardigan Open Front Kimono Green Leaf Printed Chiffon Cardigan S-5XL,14.0,43,1000,4.05,1,leopard,S,50,29.0,14000.0,43000,29000.0,high,yes
Ethnic Ladies Sleeveless Halter Neck Floral Summer Casual Mini Dress Beach Party,12.0,76,20000,4.17,0,floral,L,50,64.0,240000.0,1520000,1280000.0,high,no
NEW Summer Plus Size Tank Top for Women Spaghetti Strap  Flower Print Sleeveless Casual Top,6.0,6,10000,3.96,1,grey,S,50,0.0,60000.0,60000,0.0,low,yes
NEW Lovely Women's Colorful Lip Print Rouned Neck Short Sleeves T-shirt & Skinny Pants Sets,9.0,51,5000,4.11,0,black,S,50,42.0,45000.0,255000,210000.0,high,no
Short Sleeve Beach Dress Women Summer Print V Neck Dress Loose Casual Pullover Midi Dress,8.0,10,100,3.5,0,yellow,XS,5,2.0,800.0,1000,200.0,low,no
S~5XL Zipper Vest Tee New V-neck Sleeveless Plus Size Slim Fit Tank Tops Summer Solid Color Casual Tops Blouses,7.0,7,1000,3.67,0,red,S,7,0.0,7000.0,7000,0.0,low,no
Summer Print Dress Women's Round Neck Short Sleeve Casual Loose  Vintage Dress,2.0,2,100,2.44,1,armygreen,XXXS,50,0.0,200.0,200,0.0,low,yes
"LET IT BE Shirt, Finger Shirt, Colorful Shirt, Lip Shirt, Gift for Women, Graphic Tee Shirt, Summer Fashion Women Short Sleeve Shirt, Plus Size Top",8.0,11,1000,3.84,1,green,S,50,3.0,8000.0,11000,3000.0,low,yes
2019 Summer New Women's Fashion Tops Casual Cross Straps Shirt Solid Color Vest Casual Loose Tops,11.0,49,100,3.73,0,winered,M,25,38.0,1100.0,4900,3800.0,high,no
Summer Women Crew Neck Short Sleeve Polka Dot Print Loose Oversized Dress(S-5XL),5.83,64,100,3.19,1,yellow,M,50,58.17,583.0,6400,5817.0,high,yes
Women Fashion Loose Casual Sleeveless Floral Print Round Neck Tops Summer Vest Camisole Casual Plus Size Loose Tank Tops,11.0,17,100,4.67,0,red,S,50,6.0,1100.0,1700,600.0,low,no
6 Color Plus Size Women's  Lace Patchwork Scalloped Halter Lace Bralette Plus Size Lacy Bra Crop Top Halter Neck Bralettes,4.0,4,10,5.0,1,black,XXS,50,0.0,40.0,40,0.0,low,yes
Womens Summer Blouse  Floral Shirt Loose Kimono Cardigan Casual Jacket Tops,11.0,18,20000,4.14,1,pink,S,50,7.0,220000.0,360000,140000.0,low,yes
2017 Women Ladies Summer Dress Sleeveless Casual  Floral Print Beach Dress Fashion Spaghetti Strap Mini Short Dress,8.0,30,20000,3.61,0,white,S,50,22.0,160000.0,600000,440000.0,high,no
Summer Vacation Women S-5XL Plus Size V-neck Style  Mini Dress Sleeveless Pure Color Skirt Beach Dress Casual Loose Dress,5.77,9,100,2.9,0,pink,S,50,3.2300000000000004,577.0,900,323.0,low,no
Plus Size XS-7XL Summer Women Fashion Round Neck Sleeveless Tank Dress Casual Solid Color Pleated Pockets Beach Dress Loose Swing T Shirt Dress Mini Dress,11.0,12,10000,3.96,0,grey,S,50,1.0,110000.0,120000,10000.0,low,no
European and American Classic Fashion Summer Ladies Short-sleeved Cotton Dress,5.87,11,1000,3.91,1,white,S,6,5.13,5870.0,11000,5130.0,low,yes
New Summer  Women Short Sleeve T-shirt Top Sportwear Shorts Pants Tacksuit Outfit Clothes Sets Jumpsuit Summer,7.0,84,100,3.7,1,grey,XS,27,77.0,700.0,8400,7700.0,high,yes
New Fashion Women Summer Bib Pants Shorts Casual Loose Sleeveless Rompers Jumpsuit Suspenders Overalls,2.71,6,100,3.4,1,pink,XS,2,3.29,271.0,600,329.0,low,yes
Oversize Women Summer Evening Cocktail Party Beach Long Maxi Dress BOHO,12.0,87,10000,4.11,0,white,M,15,75.0,120000.0,870000,750000.0,high,no
Women Spaghetti Strap Peony Flower Short Jumpsuit Summer Beach Playsuit Crop Top Set,13.0,72,1000,3.99,0,black,S,50,59.0,13000.0,72000,59000.0,high,no
8 Colors Women's Off The Shoulder Crop Tops Casual Strapless Bra Tank Vests AOM,3.0,3,5000,3.2,0,white,S,50,0.0,15000.0,15000,0.0,low,no
Women Loose Casual Pure Color Off Shoulder Summer T-shirts Blouses,5.0,5,5000,3.2,0,green,S,10,0.0,25000.0,25000,0.0,low,no
Women's Summer Sleeveless Blouses Casual Sling Stitching Print Camisole Tank Tops Printed Shirts Large Size Loose Vest,6.0,6,100,3.4,0,yellow,XS,50,0.0,600.0,600,0.0,low,no
HODMEXI™ New Fashion Summer Womens  Party Dresses Plus Size Women Casual Dress,9.0,76,20000,3.55,0,green,S,50,67.0,180000.0,1520000,1340000.0,high,no
Women Summer Shirts Plus V Neck Sleeveless Top Solid Cami Top Double Layer Front Tank Top,7.0,25,5000,3.5,0,burgundy,S,2,18.0,35000.0,125000,90000.0,high,no
Plus Size New Summer Women's Fashion V-neck Printing Sleeveless Tunic Tops Vest Tank Tops(XS-7XL),3.87,4,1000,3.68,1,green,XS,1,0.1299999999999999,3870.0,4000,130.0,low,yes
 Summer Women s Fashion Lace Up Tie Pants Plus Size Casual High Waist Short Pants(S-5XL),4.93,6,100,3.77,0,red,S,1,1.0700000000000005,493.0,600,107.0,low,no
ZANZEA Women Summer Polka Dot Kaftan Beach Club Party Long Maxi Dress HOT Long Dress ,15.0,92,100,3.51,0,red,L,50,77.0,1500.0,9200,7700.0,high,no
New Summer Fashion Trousers Women Leggings Ripped Pants Slim Pants Army Green Tights Pants,3.0,8,100,3.79,1,skyblue,XS,1,5.0,300.0,800,500.0,low,yes
Womens Short Sleeve Baggy Summer Beach Midi Dress Ladies Shift Kaftan Dresses S-5XL,11.0,134,100,3.54,1,black,S,50,123.0,1100.0,13400,12300.0,high,yes
New Fashion Women Bohemia Dandelion Print Tee Shirt Lady Girl Short Sleeve T-shirt Boho Graphic Tee Casual Yoga Top Plus Size,6.0,9,10000,4.08,1,navyblue,S,50,3.0,60000.0,90000,30000.0,low,yes
10 Color Women Summer Shorts Lace Up Elastic Waistband Loose Panties Plus Size S-6XL,2.0,56,100,3.07,1,lightblue,S,2,54.0,200.0,5600,5400.0,high,yes
New Men Siwmwear Beach-Shorts Men Summer Quick-Dry Short Swim-Shorts Beach-Wear Sports,5.0,19,100,3.71,0,white,S,15,14.0,500.0,1900,1400.0,high,no
